name	mrna_length	genome_length	exon_count
HMGCS2	2043	20514	10
REG4	1275	17495	6
ADAM30	2958	2958	1
NOTCH2	11423	158099	34
FCGR1B	570	8761	3
PPIAL4	660	660	1
NBPF20	2928	213852	21
PDE4DIP	8364	143597	44
CTF8	2882	14145	4
NOTCH2NL	1873	73713	5
HFE2	1942	4268	3
TXNIP	2702	3942	8
POLR3GL	1165	14152	8
LIX1L	1400	22006	6
RBM8A	2787	3807	6
PEX11B	1610	7349	4
ITGA10	5169	18878	30
OVOS2	4409	91629	30
NUDT17	1089	2941	8
POLR3C	1850	18279	15
ZNF364	1625	77691	9
CD160	1559	19768	6
PDZK1	2107	36348	10
NBPF11	4886	35704	23
TTMA	1920	1920	1
IKZF4	5451	17531	8
PRKAB2	5421	17443	8
FMO5	2324	39085	9
CHD1L	2965	53108	23
BCL9	6274	84832	10
ACP6	1788	23447	10
PADI2	4363	52693	16
GJA8	1374	6458	2
GPR89A	1927	65059	14
CASZ1	7933	160042	21
CT47.11	1293	3318	3
FLJ39739	2210	96807	4
NBPF14	3688	22206	22
NBPF15	4019	35168	19
LOC388692	3389	3389	1
HIST2H3PS2	410	410	1
FCGR1A	2137	9786	6
HIST2H2BF	1793	1793	1
HIST2H4A	395	395	1
HIST2H3C	507	507	1
HIST2H2AA3	533	533	1
TTMB	2461	4468	2
ACTL6A	1709	25481	14
HIST2H2BE	2221	2221	1
HIST2H2AC	436	436	1
HIST2H2AB	447	447	1
BOLA1	807	1144	2
SV2A	4042	14191	13
SF3B4	1549	4492	6
MTMR11	2324	7700	17
ALG9	6413	89085	15
PLEKHO1	1606	9647	6
ANP32E	3271	17606	7
CA14	1737	7259	11
C1orf54	502	8128	6
C1orf51	1742	4273	5
MRPS21	465	14513	3
PRPF3	2337	31651	16
KIAA0460	5107	109446	12
TARSL1	2371	19828	18
ECM1	1819	5454	10
ADAMTSL4	2891	9324	15
C1orf138	1914	1914	1
MCL1	3997	5100	3
ENSA	1149	7009	5
GOLPH3L	3127	50928	5
HORMAD1	1879	22811	15
CTSS	4097	35752	8
CTSK	1702	12126	8
ARNT	4824	67001	22
SETDB1	4360	38323	22
GSG1	1942	11668	6
LYRM5	1134	9799	3
TSHB	578	4527	3
ANXA9	1762	13554	14
C17orf48	1517	13948	4
PAQR3	3738	21488	6
PRUNE	2977	27217	8
FRMD6	5033	241588	15
C1orf56	2026	3611	2
CDC42SE1	3183	8679	6
MLLT11	2157	8822	2
MGC29891	3342	49317	9
SEMA6C	3888	14940	19
TNFAIP8L2	1152	3095	2
LYSMD1	2419	6112	3
SCNM1	900	3096	7
TMOD4	1200	5963	10
VPS72	1324	13707	6
PIP5K1A	3714	50933	15
PSMD4	1329	12756	10
ZNF687	4507	9590	9
PIK4CB	3471	34312	12
RFX5	3617	6653	11
SELENBP1	1704	8384	12
PSMB4	925	2372	7
POGZ	6617	56733	19
CGN	5088	27293	21
TUFT1	3110	43278	13
SNX27	7085	86898	12
TNRC4	3297	14461	13
MRPL9	1290	3916	7
OAZ3	886	4675	5
TDRKH	2315	18956	14
LINGO4	2606	5118	2
RORC	3034	20005	10
THEM5	2430	7954	9
THEM4	2206	36054	6
NCF1	1397	15350	11
S100A11	592	4528	3
TCHHL1	3603	4921	3
HRNR	9623	12112	3
FLG	12747	23029	3
FLG2	9117	11264	3
CRNN	1891	5010	3
CRCT1	694	1503	2
LCE3E	610	1118	2
LCE3D	609	1120	2
LCE3C	284	284	1
LCE3B	287	287	1
LCE3A	269	269	1
LCE2D	608	1263	2
LCE2C	611	1277	2
LCE2B	609	1276	2
LCE2A	590	1077	2
LCE4A	299	299	1
KPRP	2523	4024	2
LCE1F	356	356	1
LCE1E	1176	2146	2
LCE1D	344	344	1
LCE1C	695	1797	2
LCE1B	1139	1139	1
LCE1A	332	332	1
SMCP	762	6718	2
IVL	2134	3323	2
SPRR4	766	1942	2
SPRR1A	647	1733	2
SPRR3	983	2107	3
SPRR1B	618	1697	2
SPRR2D	790	2196	2
SPRR2A	676	1392	2
SPRR2B	662	1368	3
SPRR2E	677	1390	2
SPRR2F	654	1375	2
SPRR2G	549	549	1
LELP1	521	1676	2
PGLYRP3	1173	12857	7
PGLYRP4	1831	18424	9
S100A12	466	1892	3
S100A8	407	1041	3
S100A7A	4279	6702	3
S100A6	683	1642	3
S100A5	710	4619	4
S100A4	512	2185	3
S100A3	738	1926	3
S100A2	960	4720	3
S100A16	1068	6148	3
S100A14	1041	2058	4
S100A13	547	8245	3
S100A1	594	3641	3
C1orf77	1293	11455	6
SNAPAP	958	3105	4
ILF2	1611	8965	14
NPR1	4231	15351	22
INTS3	4482	45989	30
SLC27A3	2412	4865	10
GATAD2B	5331	21720	10
CRTC2	2583	10890	14
SLC39A1	2426	8600	5
CREB3L4	1747	6436	10
JTB	1572	3705	5
RAB13	1151	4677	8
RPS27	353	1395	4
NUP210L	5884	162427	40
DHCR24	4286	37622	9
C1orf189	387	6962	4
C1orf43	1616	13911	6
UBAP2L	3863	45771	26
HAX1	1029	3311	7
AQP10	1790	4209	6
ATP8B2	1514	12285	12
IL6R	4176	62520	10
SHE	6240	22630	6
TDRD10	2330	45928	13
UBE2Q1	3223	10070	13
MAP4K1	2779	30363	32
ADAR	6628	26148	15
KCNN3	1970	152426	8
PBXIP1	3199	12012	11
PYGO2	3179	4756	3
SHC1	3049	12066	13
CKS1B	717	4509	3
FLAD1	2192	9771	7
LENEP	648	729	2
ZBTB7B	2124	2529	2
RUFY2	2685	30101	12
DCST1	2279	17107	17
ADAM15	2820	11491	21
EFNA4	1255	5815	4
C14orf138	1784	7948	6
EFNA3	1774	8659	5
EFNA1	1564	7036	5
RAG1AP1	1298	3002	6
DPM3	515	515	1
KRTCAP2	546	3920	5
TRIM46	3142	11086	10
MUC1	1170	4399	8
THBS3	3145	12310	23
MTX1	1631	5124	8
GBA	2303	6810	11
C1orf2	3189	8278	12
SCAMP3	1590	6425	9
CLK2	2051	10622	12
HCN3	3717	12265	8
PKLR	2433	11117	11
FDPS	1320	10880	10
C1orf104	1305	3687	2
RUSC1	2161	6536	8
MSTO1	2439	4751	14
LYRM2	5353	6530	3
REEP5	3116	45951	5
YY1AP1	2617	29546	11
DAP3	1580	49444	13
GON4L	7637	107463	32
SYT11	5085	25536	4
SERPINB7	1973	52327	8
KIAA0907	2945	21353	14
ARHGEF2	4076	31306	22
SLC25A26	1753	135722	8
UBQLN4	3506	18424	11
MAPBPIP	591	3695	4
C14orf124	1229	3034	6
LMNA	2032	23159	10
SEMA4A	3229	24147	15
SLC25A44	3462	18688	4
PMF1	1080	27048	5
BGLAP	480	1108	4
PAQR6	2117	4637	7
SMG5	4557	33600	22
TMEM79	2177	9496	5
C1orf85	1584	2965	6
VHLL	675	675	1
CCT3	1982	29444	12
C1orf182	748	9679	4
CCNB1IP1	1488	21928	7
C1orf61	879	25130	7
MEF2D	5873	37010	12
IQGAP3	6051	47199	38
GPATCH4	1893	6992	8
LOC441743	527	527	1
TTC33	5505	44394	5
HAPLN2	1772	6433	7
BCAN	2856	11523	8
NES	5555	8632	4
CRABP2	966	5970	4
ISG20L2	2051	5293	3
C1orf66	2243	8464	8
MRPL24	886	3830	6
HDGF	2377	9635	6
PRCC	2118	33331	7
SH2D2A	1605	10567	9
NTRK1	2571	66101	17
INSRR	4146	18001	22
C1orf92	1903	12177	16
ARHGEF11	6768	110530	40
FLJ16478	1976	7765	5
ETV3	1409	5200	4
FCRL5	5389	39143	17
FCRL4	3458	24331	12
FAM20C	1094	16008	3
LRRC4	3705	3877	2
CSPP1	4468	131892	31
FCRL3	3018	22669	15
FCRL2	2060	22190	7
FCRL1	2589	25238	11
CD5L	2152	10846	6
KIRREL	3309	102784	13
CD1E	1957	3802	6
OR10T2	945	945	1
OR10K2	939	939	1
OR10K1	940	940	1
OR10R2	1007	1007	1
OR6Y1	976	976	1
OR10X1	978	978	1
OR10Z1	941	941	1
PIAS3	2902	10559	14
S100A10	1054	11328	3
S100A7	438	2917	3
SPTA1	8017	76011	52
OR6K2	975	975	1
OR6K3	994	994	1
OR6K6	1032	1032	1
OR6N1	938	938	1
OR6N2	953	953	1
MNDA	1667	18103	7
PYHIN1	1749	45169	9
AIM2	1484	14373	6
CADM3	2524	30382	10
DARC	1299	1779	2
FCER1A	1164	18510	6
OR10J3	988	988	1
OR10J1	962	962	1
OR10J5	928	928	1
APCS	930	1045	2
CRP	2014	2300	2
DUSP23	685	1575	3
FCRL6	1306	13238	10
SLAMF8	3177	10681	5
VSIG8	1817	8341	7
CCDC19	1793	27751	12
TAGLN2	1360	7382	5
IGSF9	3993	18555	21
SLAMF9	1120	2727	4
KCNJ10	4439	31928	2
KCNJ9	3029	7853	3
IGSF8	2264	7271	7
ATP1A2	5427	27825	23
ATP1A4	3832	35401	22
CASQ1	1876	11310	11
PEA15	2465	10034	4
WDR42A	3844	46475	14
PEX19	3656	8330	8
COPA	5025	54394	34
NCSTN	2934	15679	17
NHLH1	2508	5727	2
VANGL2	5345	28098	8
SLAMF6	2733	38223	8
CD84	3274	33469	7
SLAMF1	1790	36980	7
CD48	1068	33048	4
SLAMF7	2656	15524	7
LY9	1406	6554	3
CD244	2463	32696	9
ITLN1	1180	8629	8
ITLN2	1149	9773	8
F11R	3647	24950	10
C6orf48	840	4847	5
USF1	1796	6716	11
ARHGAP30	4424	23028	12
PVRL4	2744	17847	9
KARCA1	1361	1981	4
PFDN2	641	17520	4
NIT1	1362	2967	7
DEDD	2299	11489	6
UFC1	1106	5097	6
USP21	2353	6262	14
PPOX	1694	4817	13
B4GALT3	1949	6214	8
ADAMTS4	4330	9306	9
NDUFS2	2039	15078	15
FCER1G	591	3952	5
APOA2	473	1336	4
NR1I3	1379	8543	9
MPZ	1944	5227	6
SDHC	2686	50368	5
C1orf192	773	3143	5
FCGR2A	2410	14140	7
HSPA6	2650	2650	1
FCGR3A	2308	8268	5
FCGR2C	913	18260	7
FCGR3B	1971	7849	5
FCGR2B	1573	15012	7
FCRLA	2344	7380	5
FCRLB	1767	5476	6
DUSP12	1248	7371	6
ATF6	2487	192768	16
OLFML2B	3158	40661	8
NOS1AP	2879	298648	10
C1orf111	881	2838	3
SH2D1B	2535	16873	4
UHMK1	2900	26190	8
UAP1	2293	38304	10
DDR2	3234	148010	19
HSD17B7	1518	22112	9
C1orf110	2605	17500	5
RGS4	2770	7228	5
RGS5	5827	60775	5
CTGLF5	2418	21846	7
ARID1A	7934	86080	20
PBX1	1812	287373	9
LMX1A	2790	11408	7
RXRG	1841	44080	10
LRRC52	1369	19955	2
MGST3	659	24404	6
ISL1	2711	11600	6
TRIM27	2968	20989	8
TMCO1	1419	41581	7
UCK2	1244	80448	7
POGK	3852	14986	6
TADA1L	2071	19730	8
C1orf32	2572	56566	10
MAEL	1731	32929	12
GPA33	2793	37787	7
POU2F1	2664	195175	17
CD247	1650	87943	8
CREG1	2023	12804	4
RCSD1	3134	76156	7
MPZL1	3891	68851	6
SAC	5050	104458	33
BRP44	788	17923	5
IQWD1	3231	139172	19
GPR161	2674	51626	8
TIPRL	848	13462	5
SFT2D2	1154	17132	8
TBX19	2820	33385	8
XCL2	551	3219	3
XCL1	1222	5460	3
DPT	1702	33722	4
ATP1B1	1556	26014	7
NME7	1621	235416	12
BLZF1	2314	28585	8
C1orf114	1866	32557	6
SLC19A2	3650	22074	6
SELP	3199	41318	17
AHRR	5658	134113	12
SELE	3833	11398	14
C1orf156	1443	2360	2
C1orf112	3361	57678	24
SCYL3	2849	40807	13
KIFAP3	2996	153409	20
SCYL1BP1	2186	21315	5
PRRX1	4070	75228	5
PRSS33	1694	2755	6
RABEP2	2279	20790	13
FMO3	2067	26922	9
FMO2	5181	27435	10
FMO1	2124	37449	9
FMO4	2138	27737	10
MYOC	2044	17216	3
VAMP4	2126	39055	8
KIAA0859	2938	16095	8
DNM3	7626	571219	21
C1orf105	979	48136	7
PIGC	1499	2633	2
C1orf9	5914	79483	23
FASLG	1857	7826	4
TNFSF18	610	9606	3
TNFSF4	3492	23601	3
PRDX6	1671	11462	5
SLC9A11	4374	102577	28
ANKRD45	2671	61527	6
KLHL20	3462	71759	12
CENPL	1889	24443	6
DARS2	3187	33725	17
ZBTB37	1329	5245	4
SERPINC1	1555	13531	7
RC3H1	5431	56294	19
RABGAP1L	2927	798693	21
GPR52	1472	1472	1
CACYBP	2875	12593	6
MRPS14	1079	9432	3
TNN	5008	80209	19
KIAA0040	4564	35807	4
TNR	4716	83997	21
RFWD2	2701	262403	19
HS3ST6	1060	6765	2
OXER1	1760	1760	1
TTC21B	4895	79895	29
ASTN1	7313	303821	23
FAM5B	3557	110925	8
DKFZp547C195	2693	52951	15
TMPRSS13	3391	28756	13
RASAL2	5043	379926	18
FLJ44005	2927	5736	5
C1orf49	1023	9573	9
FLJ35530	2577	6094	3
RALGPS2	2438	191543	20
ANGPTL1	3545	21545	6
FAM20B	5937	50620	8
MTX3	6168	14545	6
ABL2	3543	35429	11
SOAT1	3392	61436	16
C1orf125	3380	188754	26
NPHS2	1853	25393	8
TDRD5	3516	99374	17
C1orf76	2902	73029	5
TOR1AIP2	3053	32981	6
IFRG15	396	396	1
TOR1AIP1	3807	37792	10
QSCN6	2581	43200	13
LHX4	1870	44747	6
ACBD6	1059	214114	8
XPR1	4533	254307	15
STX6	4532	49868	8
MR1	1263	21495	6
IER5	2335	2335	1
CACNA1E	9721	317998	47
ZNF648	3647	7141	2
GLUL	3205	8840	7
C1orf120	738	7193	4
ZRANB1	4941	45313	9
RGSL1	2058	72313	15
RNASEL	4148	13337	6
RGS16	2426	5785	5
RGS8	783	26276	6
NPL	1552	37195	12
ZNF229	4964	22240	6
HTR1F	2716	10737	2
RRN3	3744	34278	18
LAMC1	7930	122174	28
LAMC2	4289	55000	22
NMNAT2	5441	56631	11
SMG7	5597	81692	22
NCF2	2388	35019	15
ARPC5	1980	9652	4
PALLD	5808	431391	21
C1orf19	1920	22496	5
C1orf21	10308	242006	6
EDEM3	6282	64067	20
TBPL2	1293	26332	7
C14orf101	4261	69720	16
HIATL1	3297	86369	12
ARTS-1	5583	47378	20
RNF2	3551	57190	7
C1orf25	4356	38848	15
C1orf26	3751	134528	19
IVNS1ABP	4195	20938	15
DACT1	3748	10280	4
RSL1D1	5133	17386	9
COG4	2821	42985	19
ATBF1	16060	265487	10
CTRB2	889	3078	7
CTRB1	871	5938	7
PRG4	5021	17709	12
C1orf27	3784	45502	14
OCLM	883	883	1
PDC	1166	5135	3
PTGS2	4464	8587	10
CD80	2755	35340	7
GPR98	19332	605416	90
C1orf99	2387	2629	3
FAM5C	2884	379963	8
RGS18	2143	27352	5
RGS21	1791	50291	5
RGS1	1403	4303	5
RGS13	1495	24106	7
RGS2	1344	3233	5
TROVE2	1218	25357	7
GLRX2	694	8957	4
CDC73	2980	129896	17
B3GALT2	3212	7549	2
KCNT2	5909	382587	28
CFH	1689	49553	10
FBXO9	4562	35873	13
CFHR2	1036	15423	5
CFHR5	2788	32097	10
ASPM	10434	62114	28
ZBTB41	8474	46859	10
SSX4B	1213	9817	8
CRB1	4931	210177	12
FLJ20054	2019	73532	9
DENND1B	2195	222938	16
C1orf53	586	4719	3
LHX9	2078	17639	6
NEK7	1055	87088	9
ATP6V1G3	628	17720	4
CAMK2N1	2350	3844	2
SYF2	1775	10245	7
BAI2	5414	36930	33
ALDH9A1	2500	36452	11
PTPRC	1104	54196	3
NR5A2	4904	149779	7
ZNF281	3514	3740	2
KIF14	6585	68556	31
DDX59	2881	45993	8
CAMSAP1L1	7349	121144	17
GPR25	1086	1086	1
C1orf106	4098	24195	10
KIF21B	9895	54309	34
MGC13057	4001	65723	3
SLC7A4	2312	3840	5
TMEM9	1524	19718	6
DKFZp434B1231	3925	16304	13
PKP1	5441	49536	15
TNNT2	1153	18664	16
LAD1	2839	18704	10
TNNI1	6142	17979	8
CSRP1	1817	23591	6
NAV1	11367	177006	29
IFI16	2732	45262	11
IPO9	11415	55134	24
TMEM58	1137	3395	5
ROCK1	6646	162108	33
TIMM17A	1628	15140	6
RNPEP	2412	23509	11
ELF3	4988	8059	8
GPR37L1	2458	6605	2
ARL8A	2345	11890	7
PTPN7	3263	12977	9
LGR6	3457	125771	18
UBE2T	890	10292	7
PPP1R12B	11102	239862	24
SYT2	2422	114658	10
JARID1B	6382	81017	27
RABIF	2427	10176	2
KLHL12	3338	36142	12
ADIPOR1	2069	17459	8
CYB5R1	1640	5401	9
LRRC22	3086	5034	3
RASGEF1A	3235	72384	13
PPFIA4	5044	27553	17
ADORA1	2764	39698	3
NID1	5872	89341	20
MYBPH	1806	8004	11
CHI3L1	1921	7948	10
CHIT1	1635	12982	11
BTG2	2709	4064	2
FMOD	2985	10537	3
PRELP	5817	15595	3
OPTC	1444	14807	8
ATP2B4	8905	117280	22
LAX1	3223	11142	5
SNRPE	1545	9539	5
SOX13	4071	54624	14
ETNK2	2430	20832	8
REN	1461	11518	10
GOLT1A	883	15933	5
PLEKHA6	7398	141063	23
PPP1R15B	5221	8399	2
PIK3C2B	7596	67707	34
MDM4	2551	34216	11
LRRN2	3204	68177	3
CNTN2	7635	34797	23
TMEM81	1331	1331	1
RBBP5	3683	35153	14
RIPK5	7870	69058	13
TMCC2	3792	45380	6
NUAK2	3401	19693	7
KTN1	4554	104370	42
KLHDC8A	2500	20392	6
LEMD1	779	40669	4
PCTK3	3135	28189	16
MFSD4	3326	33173	10
ELK4	2983	16764	5
NUCKS1	1213	32185	8
RAB7L1	2444	6447	5
SLC41A1	4853	23940	11
FLJ32569	2148	22092	13
SLC26A9	4796	30410	21
AVPR1B	2261	7688	2
C1orf186	1665	49776	6
CTSE	2227	14645	9
LAMP1	2540	26273	9
SPPL2A	2001	58172	15
IKBKE	3263	26427	22
C1orf147	2096	6613	2
PHACTR4	6193	62220	13
LGTN	2094	20928	15
DYRK3	2260	13661	4
MAPKAPK2	3589	49338	10
IL10	1629	4892	5
IL19	1030	44110	6
IL20	1233	3414	5
IL24	1975	6696	7
FAIM3	1950	17613	8
PIGR	4266	17936	11
C1orf116	5490	14224	4
YOD1	6265	7229	2
PFKFB2	7072	24542	15
C4BPB	950	11124	7
C4BPA	2234	40702	12
CD55	2283	38982	10
CR2	4143	35569	20
CR1	8615	145637	39
CD46	3370	43456	14
LOC148696	3527	4203	2
CD34	2615	24800	8
ACTC1	3693	7631	7
PALB2	4058	38196	13
ZFP90	4383	27378	4
CAMK1G	2469	30239	13
LAMB3	4307	36462	22
G0S2	865	968	2
HSD11B1	1414	48745	7
TRAF3IP3	2057	26141	17
C1orf74	1561	2229	2
IRF6	2170	18218	9
C1orf107	8463	29576	12
SYT14	2966	224076	8
SERTAD4	2006	10244	4
HHAT	3594	347342	12
KCNH1	3127	450903	11
RCOR3	4087	56252	11
TRAF5	3974	48328	11
RD3	3349	15479	3
SLC30A1	2016	3717	2
NEK2	2130	12846	8
LPGAT1	6252	85786	8
INTS7	3462	94187	20
DTL	4199	69056	15
PPP2R5A	3127	76326	13
C1orf75	2475	50965	8
NENF	896	13440	4
ATF3	2267	12121	5
FAM71A	2299	2299	1
SNFT	980	13568	3
LOC149643	504	17507	3
FLVCR	1988	37158	10
VASH2	3566	40270	6
ANGEL2	4648	23644	9
RPS6KC1	4181	222211	15
PROX1	3069	47901	5
SMYD2	1670	55898	12
PTPN14	4089	193632	19
CENPF	10294	61381	20
KCNK2	3339	231294	7
KCTD3	3929	54413	18
USH2A	18883	800503	72
ESRRG	5236	220220	7
GPATCH2	2336	200576	10
SPATA17	1235	235790	11
RRP15	1339	46265	5
TGFB2	1687	95103	7
LYPLAL1	812	37936	5
RUNDC2A	2248	76540	8
SLC30A10	2854	14388	4
EPRS	5013	78057	32
FLJ31818	3941	120730	5
IARS2	3542	53922	23
RAB3GAP2	5121	122026	35
MARK1	4638	135705	16
MOSC2	1571	35919	8
MOSC1	1999	27459	7
HLX1	2257	5637	4
C1orf140	4492	6369	2
DUSP10	2244	36037	3
SLCO1A2	4832	127988	16
TAF1A	1879	31591	11
REM2	1859	4458	5
ZNFX1	7369	32318	14
FLJ43505	1345	13445	6
DISP1	4743	77553	8
CCDC32	1730	11955	4
SUSD4	2962	143313	9
C1orf65	2045	2045	1
CAPN2	3404	63518	21
PVRL2	2856	43093	9
NANOS2	1562	1562	1
LOC130074	5405	45555	7
LOC751071	1382	2145	3
PARP4	5463	91874	34
FBXO28	2924	45434	5
DEGS1	2043	10213	3
NVL	2905	102836	23
CNIH4	619	19097	5
WDR26	6234	48519	14
CNIH3	2372	124071	6
LBR	3791	26580	14
ENAH	13172	166312	15
SRP9	1472	12630	3
EPHX1	1855	20285	9
TMEM63A	4074	36809	25
LEFTY1	1615	2854	4
PYCR2	1692	4385	7
LEFTY2	2018	4617	4
C1orf55	3934	16625	8
H3F3A	1048	9282	4
ACBD3	3563	42042	8
MIXL1	698	2130	2
LIN9	3324	78334	15
PARP1	3861	47286	23
C1orf95	4093	56803	4
ITPKB	5857	105804	7
PSEN2	2216	24838	12
BBS10	3583	3957	2
ZNF678	2519	92882	4
JMJD4	2550	4178	6
C1orf142	2361	46230	5
MPN2	1241	30752	5
WNT9A	1631	26903	4
WNT3A	2932	54210	4
ARF1	1972	16552	5
C1orf35	1289	2594	8
MRPL55	680	2624	4
GUK1	1097	8670	9
GJA12	2241	9973	2
C1orf69	7816	16442	3
SRP72	3875	36085	19
OBSCN	20401	153090	81
TRIM11	2691	13141	6
TRIM17	1815	8714	7
HIST3H3	481	481	1
HIST3H2A	495	495	1
HIST3H2BB	451	451	1
RHOU	4320	11541	3
RAB4A	1842	33639	8
SPHAR	968	968	1
C1orf96	5159	21975	4
ACTA1	1490	2849	7
NUP133	4169	67044	26
ABCB10	3856	42113	13
TAF5L	3116	32931	5
KIAA0133	5613	33966	10
GALNT2	4458	214919	16
PGBD5	3443	55975	9
COG2	2900	51470	18
AGT	2189	11673	5
CAPN9	2361	54388	20
C1orf198	3735	31412	4
TTC13	3252	72595	23
ARV1	1437	21649	6
FAM89A	1257	21051	2
TRIM67	3929	58641	10
C1orf131	1434	17415	7
EXOC8	5096	5096	1
C1orf124	3837	16307	4
EGLN1	5163	59360	5
TSNAX	2647	37869	6
DISC1	2636	97260	3
TRIM29	3019	26870	9
NF1	12311	282700	57
C1orf57	902	27850	5
PCNXL2	5887	275211	29
KIAA1804	4666	56238	10
KCNK1	1887	58235	3
SLC35F3	2891	419584	8
C1orf31	640	10362	3
ERBB4	11923	1162911	28
TOMM20	3258	19472	5
RBM34	1401	29622	11
ARID3B	4239	56923	9
GGPS1	2742	16090	4
CHD2	2232	48911	13
B3GALNT2	2006	54535	12
GNG4	1720	99922	3
LYST	13473	205873	53
BAT2D1	10382	107983	34
GPR137B	1997	66333	7
ERO1LB	2961	64825	16
EDARADD	2772	90329	6
LGALS8	2815	31432	12
HEATR1	6791	53844	45
ACTN2	4172	77433	21
MTR	7100	105243	33
RPGRIP1	3944	63323	24
DOC2B	2023	33689	9
BRD4	5197	42961	20
ZP4	1634	8225	12
CHRM3	2743	280343	5
FMN2	6627	383503	18
GREM2	4181	122588	2
RGS7	2386	581608	18
FH	1788	22150	10
KMO	4987	63237	15
OPN3	2311	47249	3
NRF1	3511	127002	11
EXO1	3119	41513	15
MAP1LC3C	1182	3584	4
PLD5	2729	435727	11
CEP170	7183	130978	20
AKT3	1703	355019	14
ZNF238	3849	6192	2
LOC440742	3580	3580	1
C1orf100	577	36455	5
ADSS	2756	43617	13
C1orf101	3014	178968	21
MMP17	2408	23376	10
FAM36A	2614	9719	4
HNRPU	6789	14226	14
EFCAB2	994	117447	7
SMYD3	1457	668067	12
TFB2M	1779	25696	8
C1orf71	3608	100621	11
SCCPDH	2472	44060	12
LOC149134	2549	3296	2
AHCTF1	8512	79276	35
ZNF695	871	62460	6
ZNF670	2005	41983	4
ZNF669	1905	4336	4
FLJ45717	2258	2258	1
ZNF124	1674	16116	4
VN1R5	1073	1073	1
ZNF496	2427	31423	9
NLRP3	4455	31054	9
OR2B11	953	953	1
OR2W5	963	963	1
OR2C3	2741	3707	2
C1orf150	2613	27396	5
OR2G2	953	953	1
OR2G3	929	929	1
OR13G1	924	924	1
OR6F1	925	925	1
OR5AT1	928	928	1
OR11L1	969	969	1
OR2W3	943	943	1
OR2T8	937	937	1
OR2L13	1883	163731	3
OR2L8	939	939	1
OR2AK2	1007	1007	1
OR2L2	1133	1133	1
OR2L3	939	939	1
OR2M5	938	938	1
OR2M2	1042	1042	1
OR2M3	938	938	1
OR2M4	935	935	1
OR2T33	962	962	1
OR2T12	962	962	1
OR2M7	938	938	1
OR5BF1	937	937	1
OR2T4	1047	1047	1
OR2T6	927	927	1
OR2T1	1109	1109	1
OR2T2	975	975	1
OR2T3	957	957	1
OR2T5	948	948	1
OR2G6	951	951	1
OR2T29	930	930	1
OR2T34	957	957	1
OR2T10	937	937	1
OR2T11	951	951	1
OR2T35	972	972	1
OR2T27	952	952	1
OR5BU1	936	936	1
SH3BP5L	3182	15504	7
ZNF672	2935	11184	4
ZNF692	1931	9067	12
PGBD2	2031	12903	3
TUBB8	1335	2182	4
ZMYND11	2066	114557	14
DIP2C	6592	414175	37
C10orf108	2249	2706	3
LARP5	5640	76219	17
GTPBP4	2513	29356	17
IDI2	1359	6953	5
IDI1	2134	9096	5
WDR37	4611	75462	14
LOC399706	2381	4852	3
ADARB2	3605	551597	10
PFKP	2615	69244	22
PITRM1	3456	35084	27
KLF6	1700	9267	5
IARS	4403	83414	34
AKR1C1	1378	14704	9
AKR1C2	1589	28242	11
AKR1C3	1222	13309	9
AKR1CL1	2127	30496	8
AKR1C4	1192	22113	9
UCN3	710	9194	2
TUBAL3	1797	11732	4
TPR	9704	63670	51
CALML5	850	850	1
CALML3	1302	1302	1
ASB13	2699	27711	6
GDI2	2272	48187	11
ANKRD16	2101	27656	9
FBXO18	3539	47342	21
IL15RA	1609	25203	7
IL2RA	2306	50767	8
RBM17	2694	27833	12
PFKFB3	4479	32598	15
PRKCQ	3260	153134	18
SFMBT2	4363	249202	21
ITIH5	5658	59979	10
ITIH2	3188	46247	21
KIN	1905	32577	13
ATP5C1	1139	19663	10
FLJ45983	2214	3035	2
GATA3	3068	20496	6
LOC389936	3209	3397	4
CUGBP2	9211	331387	14
ECHDC3	1626	21682	5
C10orf47	3331	48878	4
UPF2	5167	122787	22
DHTKD1	5158	54253	17
SEC61A2	1893	35129	12
NUDT5	1203	28570	10
CDC123	1542	54623	13
CAMK1D	1720	476553	10
CCDC3	2738	105080	3
OPTN	3597	38195	16
MCM10	4516	49520	20
C10orf49	819	12558	5
PHYH	1714	21950	8
SEPHS1	2597	30198	9
C10orf30	2239	64340	9
TRIP6	1746	6121	9
FAM24B	764	30540	4
ZC3H13	6409	90581	17
FAM107B	3785	256338	5
ARMETL1	1330	18733	4
DEFB136	234	2270	2
HSPA14	1804	33478	14
SUV39H2	3075	25404	5
DCLRE1C	3698	47222	14
OLAH	1432	29714	8
C10orf111	1713	1934	2
RPP38	975	6870	2
CENPA	1348	8571	4
ST3GAL5	2382	49887	7
C10orf38	3947	159412	8
ITGA8	3261	202683	30
C10orf97	2375	82345	15
PTER	3793	76770	6
C1QL3	2493	8263	2
RSU1	3751	226835	9
CUBN	11334	305253	67
C1orf157	1510	8814	6
VIM	1847	8295	9
ST8SIA6	1397	133578	8
PTPLA	1305	27414	7
STAM	2966	71784	14
MRC1L1	5170	101816	30
MRC1	5170	101816	30
LOC340843	3034	48635	5
SLC39A12	2635	91392	12
CACNB2	3305	400433	14
NSUN6	2199	106060	11
ARL5B	3589	18628	6
PLXDC2	2594	463744	14
NEBL	8028	116442	28
C10orf113	517	20735	2
C10orf114	1966	2770	2
FLJ45187	6324	12201	5
MLLT10	5122	209454	24
FOXL1	3189	3189	1
